博主,ID,发布时间,页码,链接,正文
雪月霜,381030005,2026-03-25 11:23,3/1478,https://xueqiu.com/1505944393/381030005,"$中矿资源(SZ002738)$$华友钴业(SH603799)$ 哎～

$中矿资源(SZ002738)$$华友钴业(SH603799)$ 哎～"
雪月霜,381021502,2026-03-25 10:54,3/1478,https://xueqiu.com/1505944393/381021502,可不能跟着老特玩石油期货，天天在被暴击，无论做多还是做空
雪月霜,381021093,2026-03-25 10:52,3/1478,https://xueqiu.com/1505944393/381021093,网页链接
雪月霜,380999657,2026-03-25 09:50,3/1478,https://xueqiu.com/1505944393/380999657,$天齐锂业(SZ002466)$ 怎么比港股差那么多
雪月霜,380993921,2026-03-25 09:33,3/1478,https://xueqiu.com/1505944393/380993921,$中矿资源(SZ002738)$ 碳酸锂只要高度打开都会受益的
雪月霜,380987542,2026-03-25 09:06,4/1478,https://xueqiu.com/1505944393/380987542,回复@ROBERTDT: 恩，不一定，5万吨产能不少了，假设8万成本，如果均价抬升到20多万，可就是接近60亿利润，而且目前钴镍铜全部涨价
雪月霜,380986980,2026-03-25 09:03,4/1478,https://xueqiu.com/1505944393/380986980,回复@梅隆: 没有啊，只是觉得太巧了，总共发生三次，华友全部都碰到了，这个概率太高了，有那么巧吗
雪月霜,380986544,2026-03-25 09:00,4/1478,https://xueqiu.com/1505944393/380986544,回复@昔言求是: 是的，华友刚果金限制受益，印尼镍华友产能不受影响，还享受镍涨价好处，津巴布韦就他建好了硫酸锂，总共发生三次，每一次都有他，而且他都一点不受影响还能受益，只能说管理层太强了
雪月霜,380985304,2026-03-25 08:51,4/1478,https://xueqiu.com/1505944393/380985304,回复@奥古九月: 过程无所谓，只要利润增长就行，谁在乎这些好吧只是觉得太巧了
雪月霜,380985030,2026-03-25 08:49,4/1478,https://xueqiu.com/1505944393/380985030,回复@momox3: 没有啊我没说华友搞得鬼，我只觉得他很厉害，竟然所有地方都能发生限制出口，然后受益，这不就是能力吗，只要公司壮大，谁在乎过程
雪月霜,380984773,2026-03-25 08:47,4/1478,https://xueqiu.com/1505944393/380984773,回复@福小猫: 我觉得华友是低估了
雪月霜,380984359,2026-03-25 08:45,4/1478,https://xueqiu.com/1505944393/380984359,回复@梅隆: 不知道无意中发现的，华友矿就是锂铜钴镍，分别在刚果金，印尼和津巴布韦，结果全部发生了限制出口，不知道到底是巧合还是其他原因，更离谱的是他竟然全都可以受益
雪月霜,380981197,2026-03-25 08:14,4/1478,https://xueqiu.com/1505944393/380981197,$华友钴业(SH603799)$ 华友钴业主要矿山分别是刚果金2处铜钴矿，印尼2处镍矿和津巴布韦1处锂矿，他怎么在哪里开矿哪里限制出口这是巧合吗合理吗，100%概率好吧
雪月霜,380980654,2026-03-25 08:08,4/1478,https://xueqiu.com/1505944393/380980654,$华友钴业(SH603799)$ 华友是先天圣体吗，刚果金，印尼和津巴布韦他全摊上了
雪月霜,380980416,2026-03-25 08:04,4/1478,https://xueqiu.com/1505944393/380980416,华友不知道是运气还是什么，上述限制产能他是一个没拉，全部都有啊
雪月霜,380942145,2026-03-24 20:57,4/1478,https://xueqiu.com/1505944393/380942145,未来投资你们就知道股市两方面收益，一事估值增长，二是分红
雪月霜,380935812,2026-03-24 20:04,4/1478,https://xueqiu.com/1505944393/380935812,$海螺水泥(SH600585)$ 某些人不知道去年四季度是历史上最低的利润，这个区间都没大幅下滑利润，那是非常了不起的
雪月霜,380935543,2026-03-24 20:02,4/1478,https://xueqiu.com/1505944393/380935543,$海螺水泥(SH600585)$ 还行吧还有人说铁吗
雪月霜,380924730,2026-03-24 18:31,4/1478,https://xueqiu.com/1505944393/380924730,回复@时间的玫瑰静待花开: 是不是27年以后穿越来的吗
雪月霜,380915824,2026-03-24 17:26,4/1478,https://xueqiu.com/1505944393/380915824,华友应该还有救
雪月霜,380915235,2026-03-24 17:21,4/1478,https://xueqiu.com/1505944393/380915235,回复@不可思亿: 有道理
雪月霜,380896428,2026-03-24 15:22,4/1478,https://xueqiu.com/1505944393/380896428,恩外购矿也算解决办法吗，也算是吧
雪月霜,380890525,2026-03-24 14:58,4/1478,https://xueqiu.com/1505944393/380890525,为何华友也不行
雪月霜,380876341,2026-03-24 13:58,4/1478,https://xueqiu.com/1505944393/380876341,除了1～2月份中矿，请问赣锋和天齐哪个走的好？原因在哪？不就是天天看空的看到8～9万吗？所以核心在于空间，打不开估值上不去的
雪月霜,380875903,2026-03-24 13:56,4/1478,https://xueqiu.com/1505944393/380875903,实际上某些人担心中矿得，其实无非就是这个心里，下个月涨到100以上，然后卖出获利的，否则谁在乎这个好吧，如果长期看无所吊谓
雪月霜,380875549,2026-03-24 13:54,5/1478,https://xueqiu.com/1505944393/380875549,回复@玄影清风: 所以我说怕什么，目前禁止出口才是利好
雪月霜,380875361,2026-03-24 13:53,5/1478,https://xueqiu.com/1505944393/380875361,回复@utilise: 是的啊
雪月霜,380874995,2026-03-24 13:52,5/1478,https://xueqiu.com/1505944393/380874995,目前中矿剩余资源我问董秘了，今年4月底就差不多了，上半年影响不大，下半年不出来，就2万多吨产出，如果下半年开放，可以直接卖锂精矿到时候价格更高，不一定是坏事，这个如果一直停4月底就马上供给出问题不是随便说说的
雪月霜,380873262,2026-03-24 13:44,5/1478,https://xueqiu.com/1505944393/380873262,回复@周期与波浪: 恩不觉得天齐估值很低吗这可是8～9万碳酸锂都能到的价格不是吗
雪月霜,380870312,2026-03-24 13:29,5/1478,https://xueqiu.com/1505944393/380870312,回复@猪茏草: 如果是不打算持有2～3年，目前不要买
雪月霜,380868876,2026-03-24 13:24,5/1478,https://xueqiu.com/1505944393/380868876,现在核心矛盾其实是什么时候碳酸锂突破20万，突破估值都能上一个台阶，上一次碳酸锂周期，无论是真正龙头还是ppt产能，亦或者碰瓷的，都涨幅不错，因为高度打开了，当高度打开，你们买哪一个锂矿股都涨幅不错的，哪怕是碰瓷的都会不错的
雪月霜,380867879,2026-03-24 13:17,5/1478,https://xueqiu.com/1505944393/380867879,回复@R的小披萨店: 肯定啊，中矿多少市值天齐多少
雪月霜,380867791,2026-03-24 13:17,5/1478,https://xueqiu.com/1505944393/380867791,回复@高明的涨停小观星者: 我问你永兴材料是不是要停矿了，那怎么还涨了，高度打开就行
雪月霜,380867134,2026-03-24 13:13,5/1478,https://xueqiu.com/1505944393/380867134,回复@莽撞小怪兽: 你都知道是假的还发给我无语了
雪月霜,380865485,2026-03-24 13:06,5/1478,https://xueqiu.com/1505944393/380865485,回复@静水流深1005_: 我这么说吧，22年我持有船舶从30回撤到14我都没改变观点，也无所谓
雪月霜,380864945,2026-03-24 13:02,5/1478,https://xueqiu.com/1505944393/380864945,某些人真的是巨婴好吧，我从20多看到100，然后回撤还要被骂吗？请问哪个股票上行阶段没有回撤？至于高位买的被套，那是自己的问题，我从来就没说过80～90买很便宜
雪月霜,380864372,2026-03-24 12:59,5/1478,https://xueqiu.com/1505944393/380864372,回复@两年一股: sqm去年盈利暴增好吧，四季度2亿美元，你算下一季度那不得起飞吗，至少也得几个亿好吧
雪月霜,380864229,2026-03-24 12:55,5/1478,https://xueqiu.com/1505944393/380864229,回复@WOSHH: 是的啊那是另外一回事天齐问题不是收购而是蛇吞象
雪月霜,380863836,2026-03-24 12:53,5/1478,https://xueqiu.com/1505944393/380863836,恩等下午再跟天齐锂业董秘打电话，感觉她们自己都把舆论带歪了，当初天齐以40.66亿价格购买sqm21%股权，平均价格65美元，目前sqm股权价格75美元，请问哪里亏了单独这一次收购目前浮盈6～7亿美元，接近50亿，这还没算每年分红，某些人不要扯什么损失矿权，那就是财务投资，从来也没计算过
雪月霜,380863383,2026-03-24 12:47,5/1478,https://xueqiu.com/1505944393/380863383,回复@天齐你真棒: 中矿只是少赚一点
雪月霜,380860125,2026-03-24 12:18,5/1478,https://xueqiu.com/1505944393/380860125,回复@湘沩山水: 如果最多半年那就换个人关注吧
雪月霜,380859488,2026-03-24 12:12,5/1478,https://xueqiu.com/1505944393/380859488,回复@牛对熊讲: 是的，但是不能叫利空吧，中矿利润同比不是下降而是增长的，所以估值趋势不会变，但是明年呢
雪月霜,380858749,2026-03-24 12:07,5/1478,https://xueqiu.com/1505944393/380858749,回复@路人D89KXZ: 怎么挖，你不要造谣，还怕江西宜春国土局进去的不够多吗
雪月霜,380858629,2026-03-24 12:06,5/1478,https://xueqiu.com/1505944393/380858629,回复@理查德亨利: 无所谓了，总不可能利润全归矿山企业吧，超额利润地方政府分走一部分不是很正常
雪月霜,380858443,2026-03-24 12:05,5/1478,https://xueqiu.com/1505944393/380858443,碳酸锂核心矛盾是空间好吧，15～16万只是行业微利，打不开高估值，就好比60～80美元石油，需要打开空间也就是20万以上才能真正爆发，所以只要是打开空间，所有锂矿股都会受益的
雪月霜,380858213,2026-03-24 12:03,6/1478,https://xueqiu.com/1505944393/380858213,回复@香格里拉zhou: 为什么你觉得中矿是利空呢？最极端情况，全年禁止，中矿也是第一批出货的，27年出货价格可不止20万，而是30万以上了
雪月霜,380857821,2026-03-24 12:00,6/1478,https://xueqiu.com/1505944393/380857821,回复@投资养老股: 价格好吧，碳酸锂价格突破20万好吧，矿又不是没收了，只是推迟出货而已，而且全在高价区
雪月霜,380857549,2026-03-24 11:59,6/1478,https://xueqiu.com/1505944393/380857549,"$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$天齐锂业(SZ002466)$ 实际上我还是那句话津巴布韦禁止锂矿，是利好碳酸锂的，因为一下子供给少了接近10%，同样业利好中矿，短期利空，长期利多，因为空间打开了，而且实际上中矿董秘答复津巴布韦禁止锂矿主要是打击盗采的，他们正在处理，就算真的头铁，硫酸锂产线又不是新建矿山开采需要花费大量时间，一年时间就能建好，最晚27年年中大概是6月份前后时间建好
$赣锋锂业(SZ002460)$$中矿资源(SZ002738)$$天齐锂业(SZ002466)$ 实际上我还是那句话津巴布韦禁止锂矿，是利好碳酸锂的，因为一下子供给少了接近10%，同样业利好中矿，短期利空，长期利多，因为空间打开了，而且实际上中矿董秘答复津巴布韦禁止锂矿主要是打击盗采的，他们正在处理，就算真的头铁..."
雪月霜,380856623,2026-03-24 11:52,6/1478,https://xueqiu.com/1505944393/380856623,回复@顿顿有丝竹: 如果等真禁止了，就知道有没有影响了，没看见碳酸锂远期都平了，一下子少了10%供给，怎么可能没影响，目前又不是过剩好吧
雪月霜,380856349,2026-03-24 11:50,6/1478,https://xueqiu.com/1505944393/380856349,回复@苏格拉底的麦穗: 我不知道，我只是说真的禁止4月底碳酸锂价格会暴力拉升
雪月霜,380855668,2026-03-24 11:46,6/1478,https://xueqiu.com/1505944393/380855668,回复@种稻: 运输时间50天左右，你算下就知道什么时候出现短缺了
雪月霜,380854799,2026-03-24 11:42,6/1478,https://xueqiu.com/1505944393/380854799,"津巴布韦禁矿是2月底，如果他们真的头铁，那就是4月底就立马缺货了，因为运输时间大概50天，津巴布韦锂精矿全部出口我国，占国内16%～19%左右，属于仅次于澳大利亚第二大锂精矿，锂精矿占了碳酸锂产能接近60%，你们算下少了多少产能，接近10%，这绝对能从紧平衡变成极度短缺了，真的禁止5月份碳酸锂价格都能突破30万
津巴布韦禁矿是2月底，如果他们真的头铁，那就是4月底就立马缺货了，因为运输时间大概50天，津巴布韦锂精矿全部出口我国，占国内16%～19%左右，属于仅次于澳大利亚第二大锂精矿，锂精矿占了碳酸锂产能接近60%，你们算下少了多少产能，接近10%，这绝对能从紧平衡变成极度短缺了，真的禁止5月份碳酸..."
雪月霜,380853620,2026-03-24 11:36,6/1478,https://xueqiu.com/1505944393/380853620,现在有的机构碳酸锂都看到40万了，如果津巴布韦一直卡着，4月底真有可能突破30万
雪月霜,380853368,2026-03-24 11:35,6/1478,https://xueqiu.com/1505944393/380853368,回复@青橄榄不辣: 我看多的是碳酸锂，又不是某个企业
雪月霜,380852541,2026-03-24 11:31,6/1478,https://xueqiu.com/1505944393/380852541,回复@三十起步: 是证代
雪月霜,380851906,2026-03-24 11:29,6/1478,https://xueqiu.com/1505944393/380851906,回复@热诚的财富小神童: 真打了，我都买了，总不能老死不相往来吧
雪月霜,380851755,2026-03-24 11:29,6/1478,https://xueqiu.com/1505944393/380851755,中矿董秘说油价高有利于钾硝铯销量，这个利润会有一些增长
雪月霜,380850946,2026-03-24 11:26,6/1478,https://xueqiu.com/1505944393/380850946,"刚才跟天齐董秘打电话，是个小姑娘，问她为何先融资而不公布收购标的，她回答说因为18面收购sqm当时杠杆太高，差点出了些问题，所以这次吸取教训，改为先融资，我跟她开玩笑，这个我熟，我是太清楚当时问题了，那个小姑娘问我挺了解天齐的，我说当然了解了，当时就是我天天预警你们财报要出问题
不过那个小姑娘脾气怪好，跟我说他们现在已经非常注重资金链安全了，感谢之前的关注
目前一笑泯恩仇了
刚才跟天齐董秘打电话，是个小姑娘，问她为何先融资而不公布收购标的，她回答说因为18面收购sqm当时杠杆太高，差点出了些问题，所以这次吸取教训，改为先融资，我跟她开玩笑，这个我熟，我是太清楚当时问题了，那个小姑娘问我挺了解天齐的，我说当然了解了，当时就是我天天预警你们财报要出问题"
雪月霜,380848754,2026-03-24 11:17,6/1478,https://xueqiu.com/1505944393/380848754,回复@icol: 董秘说传言不准，正在沟通，他们有信心可以解决，反正津巴布韦又不是中矿一家，雅化和华友盛新在津巴布韦都有投资
雪月霜,380832355,2026-03-24 10:23,6/1478,https://xueqiu.com/1505944393/380832355,回复@雪山焰火: 中矿到了100价格就拿这个价格牟定吗？我又没说过让100去买，拉黑了，中矿既然从20多涨到100就说明当时没错，跌下来跟我有什么关系
雪月霜,380806124,2026-03-24 09:11,6/1478,https://xueqiu.com/1505944393/380806124,是所谓的夹头始祖不是蛋总吗？当初时间的玫瑰，告诉你们茅台不存在泡沫，结果他自己呢，跑了之后问你们白酒投资这几年赚钱了吗，所谓夹头只不过是让你们不卖他们好收管理费，业绩下行持有图什么，事实上但斌已经事实上告诉你，夹头是忽悠散户的
雪月霜,380803628,2026-03-24 08:54,6/1478,https://xueqiu.com/1505944393/380803628,"$火神材料(VMC)$$CRH水泥(CRH)$ 大家不知道为何水泥这个行业国外效益远高于国内，哪怕他们毫无成本优势，那就是水泥砂石骨料混凝土很容易形成垄断，这些物品辐射半径只有300公里，在远不行了，海螺是有t型战略，但是这只适用于华东，到了东北华北和西北西南就行不通了，所以水泥是什么行业，类似于自来水，提供东西很平凡，但是是必需品，而且辐射半径很短，很容易形成垄断
$火神材料(VMC)$$CRH水泥(CRH)$ 大家不知道为何水泥这个行业国外效益远高于国内，哪怕他们毫无成本优势，那就是水泥砂石骨料混凝土很容易形成垄断，这些物品辐射半径只有300公里，在远不行了，海螺是有t型战略，但是这只适用于华东，到了东北华北和西北西南就行不通了，所以水泥是什么行业，类似..."
雪月霜,380802944,2026-03-24 08:48,6/1478,https://xueqiu.com/1505944393/380802944,回复@镜花水月Js: 海螺当初盯得人不多吗，实际上不会抢跑，因为白酒上行周期太长，太过于缓慢，猪肉事周期太短了，价格弹性太高好吧
雪月霜,380802586,2026-03-24 08:47,6/1478,https://xueqiu.com/1505944393/380802586,"很多人不知道白酒怎么买，其实现在可以告诉你们，实际上不需要去深入一线调研也可以，这个属于长周期，判断拐点太容易了，那就是白酒业绩连续三个季度停止下行，出现利润拐点时候就是，白酒他不是短周期，他的成长不是无缘无故，当利润下行出现拐点时候，就已经可以证明出现反转，白酒成长是有动能的，一旦开启上行也不是立马就下行的，而且白酒上市公司很多很容易发现拐点，因为好几家企业都出现拐点，那必然是拐点
很多人不知道白酒怎么买，其实现在可以告诉你们，实际上不需要去深入一线调研也可以，这个属于长周期，判断拐点太容易了，那就是白酒业绩连续三个季度停止下行，出现利润拐点时候就是，白酒他不是短周期，他的成长不是无缘无故，当利润下行出现拐点时候，就已经可以证明出现反转，白酒成长是有动能..."
雪月霜,380801102,2026-03-24 08:36,6/1478,https://xueqiu.com/1505944393/380801102,"当一个企业利润今年300亿，明年200亿，后年可能150亿的过程，是不存在抄底的，这种情况根本不能买，这是投资的常识，某些夹头问题是常识都不存在，下行趋势股票是任何时候都不能买的，当一个企业亏损了300亿，明年亏损150亿，后年盈利1个亿，只要财务没问题，后者也是不错的选择，某些人问题是在底部在那里机械的以为未来利润能到多少，直接给估值了，实际上谁也不知道未来利润能到多少，这也是当初东阿阿胶很多人认识不到的地方，当初22年，财报都能看出来东阿阿胶利润能从4亿成长到8～10亿，某些人一算利润在乘以10倍估值，说一句很贵，但是东阿阿胶这种股票能直接给出了10倍股指吗，而且未来高点也不是10亿
当一个企业利润今年300亿，明年200亿，后年可能150亿的过程，是不存在抄底的，这种情况根本不能买，这是投资的常识，某些夹头问题是常识都不存在，下行趋势股票是任何时候都不能买的，当一个企业亏损了300亿，明年亏损150亿，后年盈利1个亿，只要财务没问题，后者也是不错的选择，某些人问题是在底..."
雪月霜,380800797,2026-03-24 08:28,7/1478,https://xueqiu.com/1505944393/380800797,回复@全买一手: 1000以上吧
雪月霜,380800767,2026-03-24 08:29,7/1478,https://xueqiu.com/1505944393/380800767,新能源跟白酒不一样在于，今年确定性业绩大增，利润看的不是过去有多少而是成长性，新能源上游利润是为负过，但是人家估值也低，直接跌到只剩零头了，白酒目前什么情况
雪月霜,380800635,2026-03-24 08:26,7/1478,https://xueqiu.com/1505944393/380800635,回复@大国重器志在高远: 拉黑了
雪月霜,380800427,2026-03-24 08:26,7/1478,https://xueqiu.com/1505944393/380800427,$五粮液(SZ000858)$$泸州老窖(SZ000568)$ 今年五粮液业绩会不会比去年更低，这个基本上是100%的确定性了！明年呢，不知道，可能更低，这种情况还抄底，真的属于投资不合格，五粮液属于长周期，15年利润连续出现三个季度反转，也没涨多少，而且那还是牛市，某些人原因抄底就去吧，但是嘴巴干净点
雪月霜,380799615,2026-03-24 08:20,7/1478,https://xueqiu.com/1505944393/380799615,"$火神材料(VMC)$$CRH水泥(CRH)$ 这是国外的水泥厂上市公司，火神材料主要在北美，crh水泥是爱尔兰的，主要业务在北美和欧洲，都是成熟市场，看下估值和成长就知道水泥不是夕阳产业，实际上crh水泥在全球产能只排14，只有0.6亿吨，实际上就算海螺水泥产能去掉一半，规模也是远超这家企业的，其实重要的从来就不是能否产能再扩张，而是要减少供给使行业平衡
$火神材料(VMC)$$CRH水泥(CRH)$ 这是国外的水泥厂上市公司，火神材料主要在北美，crh水泥是爱尔兰的，主要业务在北美和欧洲，都是成熟市场，看下估值和成长就知道水泥不是夕阳产业，实际上crh水泥在全球产能只排14，只有0.6亿吨，实际上就算海螺水泥产能去掉一半，规模也是远超这家企业的，其实重..."
雪月霜,380799279,2026-03-24 08:11,7/1478,https://xueqiu.com/1505944393/380799279,回复@haun: 很简单一件事
雪月霜,380796005,2026-03-24 07:12,7/1478,https://xueqiu.com/1505944393/380796005,"$海螺水泥(SH600585)$$五粮液(SZ000858)$$泸州老窖(SZ000568)$ 行业阶段事非常重要的，某些人不要买看起来很便宜的股票，以海螺为例，22年股价40，估值2000亿，但是利润是341已，估值不到6倍，看起来非常便宜，但是不要买，很多人看股息率5%以上，Pe这么低，股息率不错就买了，然后呢，后面腰斩，目前白酒就是当初海螺面临的问题，在业绩崩盘前买入，看起来非常便宜，事实上海螺水泥22年利润接近160亿，如果以当时估算估值依然很便宜，理论上不应该跌幅那么大，问题是利润只下跌一年吗？
实际上只有当利润趋于稳定，不会再下滑的时候，才是底部，不是看起来很便宜时候
$海螺水泥(SH600585)$$五粮液(SZ000858)$$泸州老窖(SZ000568)$ 行业阶段事非常重要的，某些人不要买看起来很便宜的股票，以海螺为例，22年股价40，估值2000亿，但是利润是341已，估值不到6倍，看起来非常便宜，但是不要买，很多人看股息率5%以上，Pe这么低，股息率不错就买了，然后呢，后面腰斩..."
雪月霜,380795652,2026-03-24 07:03,7/1478,https://xueqiu.com/1505944393/380795652,回复@上善水至善空: 怎么说呢，你的认知就是只有白酒才能投资，才会得出这种结论，为何不买海螺水泥呢
雪月霜,380772429,2026-03-23 22:09,7/1478,https://xueqiu.com/1505944393/380772429,回复@sky问道: 这大概率是真的
雪月霜,380771659,2026-03-23 22:03,7/1478,https://xueqiu.com/1505944393/380771659,回复@恒诚致远: 28年才能投产有什么可关注的
雪月霜,380771227,2026-03-23 22:00,7/1478,https://xueqiu.com/1505944393/380771227,回复@正直的财富小厨房: 这就就拉黑了
雪月霜,380770831,2026-03-23 21:58,7/1478,https://xueqiu.com/1505944393/380770831,美股碳酸锂快新高了
雪月霜,380751548,2026-03-23 19:59,7/1478,https://xueqiu.com/1505944393/380751548,回复@骰子1: 实际上但凡了解sqm怎么回事就知道智利根本就不是利空
雪月霜,380751478,2026-03-23 19:58,7/1478,https://xueqiu.com/1505944393/380751478,回复@远方6u7: 不要觉得股价代表一切，24年有段时间，中矿和赣锋表现非常垃圾，就天齐好，之后换成赣锋，后面换成中矿，实际上什么都没发生，只是强弱转化
雪月霜,380751062,2026-03-23 19:56,7/1478,https://xueqiu.com/1505944393/380751062,事实上为何我换了一部分天齐锂业，核心在于我认为天齐锂业估值有问题，不应该这么低估，实际上过去天齐锂业估值跟赣锋差不多，什么都没发生差距如此大，这不合理
雪月霜,380750080,2026-03-23 19:49,7/1478,https://xueqiu.com/1505944393/380750080,硫酸锂只是锂矿最初级加工，后面还有碳酸锂，如果真的抢，为何不等把碳酸锂产线建好，而是最初级加工呢，某些人不能放大镜找利空吧
雪月霜,380749790,2026-03-23 19:47,7/1478,https://xueqiu.com/1505944393/380749790,回复@希望不要打了: 天齐没那么糟糕吧
雪月霜,380748982,2026-03-23 19:42,7/1478,https://xueqiu.com/1505944393/380748982,回复@菜鸡运维: 我不乱动了，做完碳酸锂我就切海螺了，目前持有哪个就哪个，切没多大意义的
雪月霜,380748491,2026-03-23 19:39,7/1478,https://xueqiu.com/1505944393/380748491,现在外媒很多都报道，国外电车都卖疯了，展车都被抢
雪月霜,380748393,2026-03-23 19:39,7/1478,https://xueqiu.com/1505944393/380748393,【澳洲维京人：各地电动汽车销量 正在大幅增长-哔哩哔哩】 网页链接
雪月霜,380745934,2026-03-23 19:26,8/1478,https://xueqiu.com/1505944393/380745934,【沈逸：如果石油涨到200，对我们是利好-哔哩哔哩】 网页链接
雪月霜,380736623,2026-03-23 18:24,8/1478,https://xueqiu.com/1505944393/380736623,这两年不能买白酒，需要等利空出尽再说
雪月霜,380735487,2026-03-23 18:15,8/1478,https://xueqiu.com/1505944393/380735487,回复@抄顶逃底赢两次: 这都不是问题
雪月霜,380734858,2026-03-23 18:10,8/1478,https://xueqiu.com/1505944393/380734858,"某些人让人无语了，请问硫酸锂产线是什么高科技很难建厂吗，所花的时间还能比建矿时间还长？很多人不明白碳酸锂缺的是高度，不是那个禁止出口，如果碳酸锂价格打开涨到20多万，硫酸锂产线会提速的，明年二季度到三季度就能产出，这比今年建矿产矿速度快的多，今年建设矿山至少28年才能生产好吧，最主要的是高度和持续时间
某些人让人无语了，请问硫酸锂产线是什么高科技很难建厂吗，所花的时间还能比建矿时间还长？很多人不明白碳酸锂缺的是高度，不是那个禁止出口，如果碳酸锂价格打开涨到20多万，硫酸锂产线会提速的，明年二季度到三季度就能产出，这比今年建矿产矿速度快的多，今年建设矿山至少28年才能生产好吧，最..."
雪月霜,380733517,2026-03-23 18:02,8/1478,https://xueqiu.com/1505944393/380733517,回复@菜鸡运维: 肯定有了
雪月霜,380732846,2026-03-23 18:00,8/1478,https://xueqiu.com/1505944393/380732846,$海螺水泥(SH600585)$ 未来主线可以确定了吗，今年水泥面今需求下滑和成本上升双重暴击，有点像20年煤炭石油一样，所有利空都出来了，估值直接打到底部
雪月霜,380720075,2026-03-23 16:46,8/1478,https://xueqiu.com/1505944393/380720075,"长期利多碳酸锂根本原因是资本性开支推迟，某些人不知道为何不明白这个，请问津巴布韦矿山企业今年会扩大资本性开支增产吗？锂云母矿山企业今年会吗，未来澳大利亚基本上资本性开支也是暂停推迟的，南美盐湖更不用说了，碳酸锂核心矛盾过去是什么还不明白吧，一旦高价疯狂扩产能，赚了2年钱就开始下行，这样高度打不开，目前明显不太一样，今年因为各种原因资本性开支增加不多，那就是28年利润会更高的，29年也下不去，26～27年盈利，跟26～29年盈利高度是完全不一样的
长期利多碳酸锂根本原因是资本性开支推迟，某些人不知道为何不明白这个，请问津巴布韦矿山企业今年会扩大资本性开支增产吗？锂云母矿山企业今年会吗，未来澳大利亚基本上资本性开支也是暂停推迟的，南美盐湖更不用说了，碳酸锂核心矛盾过去是什么还不明白吧，一旦高价疯狂扩产能，赚了2年钱就开始..."
雪月霜,380719167,2026-03-23 16:41,8/1478,https://xueqiu.com/1505944393/380719167,回复@Chivas: 长期怎么利空
雪月霜,380718397,2026-03-23 16:40,8/1478,https://xueqiu.com/1505944393/380718397,"实际上碳酸锂三大利好，一是瓷土矿暂停，二是津巴布韦锂矿停止出口，三是原油价格暴涨，某些人其实一直有个迷思，那就是瓷土矿暂停利空国内瓷土矿企业，津巴布韦暂停是利空津巴布韦矿山企业，实际上短期利空，长期都是利多的，因为碳酸锂核心矛盾是价格太低，减少供给就是打开空间，这些暂停最后都会逐步复产，但是这会产生什么问题大家知道吗？请问锂云母矿今年还能扩大资本性开支吗，津巴布韦今年还能扩大产能吗？也就是说资本性开支相当大的部分被推迟了好吧，也就是说28年价格会持续性增长，至少是高位，明白吧，空间被打开了实际上今年利润推迟到明年没什么问题，但是空间被打开了，盈利时间拉长了，赚的更多了，这不是好事吗，实际上明后年你们会发现真正利好就是这些限制生产
实际上碳酸锂三大利好，一是瓷土矿暂停，二是津巴布韦锂矿停止出口，三是原油价格暴涨，某些人其实一直有个迷思，那就是瓷土矿暂停利空国内瓷土矿企业，津巴布韦暂停是利空津巴布韦矿山企业，实际上短期利空，长期都是利多的，因为碳酸锂核心矛盾是价格太低，减少供给就是打开空间，这些暂停最后都..."
雪月霜,380716548,2026-03-23 16:32,8/1478,https://xueqiu.com/1505944393/380716548,"其实天齐锂业属于得了便宜卖乖，实际上sqm是转让部分权益去换更长开采时间，如果这是利空请问sqm股价因此大幅下滑吗，资本市场都不认为是利空好吧，天齐锂业是财务投资，他的收益原于sqm股权估值好吧，本身就跟盐湖矿没有直接关系，所以那个根本不是利空好吧，也不影响天齐锂业利润，记住智利政府是跟sqm谈协议，直接受损得也是sqm上市公司，天齐是间接的，但是目前sqm业绩可是大增，一点影响都没有，所以有什么利空好吧
其实天齐锂业属于得了便宜卖乖，实际上sqm是转让部分权益去换更长开采时间，如果这是利空请问sqm股价因此大幅下滑吗，资本市场都不认为是利空好吧，天齐锂业是财务投资，他的收益原于sqm股权估值好吧，本身就跟盐湖矿没有直接关系，所以那个根本不是利空好吧，也不影响天齐锂业利润，记住智利政府..."
