ID,发布时间,点赞数,评论数,转发数,链接,正文
312746848,2024-11-14 15:50:54,240,28,4,https://xueqiu.com/1965894836/312746848,三季报差不多出完，业绩涨一点，股价掉一点，又和年初一个估值了，不和别人比的话，还是挺踏实的，看一年的话也不能说市场亏待了。
312533575,2024-11-13 14:15:29,322,142,15,https://xueqiu.com/1965894836/312533575,如果出现极端状况 ，中概全部腰斩 ，港股平均跌30% ，能不能接受 ，这是我会在当下问自己的 ；在这个基础上再去展望企业能给我们的内生回报 ，并尽力挖掘更好的资产替换进来 。现在美股和A股都提供了 “容易 ”的路 ，在狂欢中还去选择难走的路 ，也许并不明智 ，所以只能说感谢信任 ，我还是想做自己擅长的部分 （批评者也可以说是路径依赖 ） 。
312232980,2024-11-11 23:07:56,315,74,9,https://xueqiu.com/1965894836/312232980,大部分人都会高估自己的理性和抗压能力，我觉得自己算不错，可依然会在美国第三次熔断时坐立不安，在中概暴跌的那个3月一度辗转反侧，卖权卖的是自己的一部分选择权，某种意义上的自由，而自由是理性的前提，诚然我们可以在数字上计算，但我真的会非常非常慎重，可能也有管理基金的不同吧。
312128040,2024-11-11 12:58:58,187,205,12,https://xueqiu.com/1965894836/312128040,很少有和财主分歧的时刻，我的观点依然是互联网产品，用户体验是第一的，这里的用户体验不是所有人都满意，但至少它的核心受众要满意。我也在静态估值便宜和不喜欢它的企业文化和产品之间权衡过，几年下来，即使从功利的结果看选择也没问题，它就是中国主流互联网标的里表现最差的。
311979527,2024-11-09 22:30:42,309,39,11,https://xueqiu.com/1965894836/311979527,很多派别施加控制的手段是把你描绘成受害者，让你找到所谓组织，陷入群体自怜的情绪中，芒格对此给出了应对，你是幸存者。连同不与猪摔跤等妙语，对我们普通人走出困境有很大启发。莫名怀念他的一刻。
311840669,2024-11-08 15:19:37,268,132,25,https://xueqiu.com/1965894836/311840669,A股市场隐含了一个很大的option叫做过激 ，几年一个轮回 ，那些在这个市场收益特别好的人 ，看清并非常擅长利用这点 。我们在和他们为某资产竞价的时候 ，没有给这个option合理定价 （低估了 ） ，所以最底部往往在我们看来只是合理估值 ，而扣掉这个option可能已经非常便宜了 。怎么定量计算我还需要想想 ，可能就和长久期期权的引申波幅一样 。
311819665,2024-11-08 14:02:38,266,50,1,https://xueqiu.com/1965894836/311819665,某高赞评论，我能感受到很多没来由的恶意，我不想猜测，可能只是他们不想你过得好，我理解这个世界的多元，但也可以通过拉黑选择让自己被爱包围。
311787452,2024-11-08 11:27:28,201,158,11,https://xueqiu.com/1965894836/311787452,如果有人给我一大笔钱，说这是按照你的复利和认知天花板以后能得到的，提前买断给你，但前提是你不能再做证券投资了，我想我应该会说不吧。
311645205,2024-11-07 16:24:58,226,110,12,https://xueqiu.com/1965894836/311645205,最近我的主要工作变成管理空头风险，这和2020年底的工作挺像，非常艰难的时刻。看川普能不能给我们助攻出类似电信运营商和某石油这样的击球机会。
311492833,2024-11-06 23:32:49,291,16,2,https://xueqiu.com/1965894836/311492833,2016年川普当选时，盘前美股暴跌，开盘翻红，大涨收盘，充满了戏剧性，各种预期你的预期，今天又有券商向我们兜售这类idea，中国宏观都玩不明白，来怂恿我们玩美国的。我知道自己懂得很少，所以更要在自己的牌局里呆着。
311057141,2024-11-04 17:11:33,284,26,1,https://xueqiu.com/1965894836/311057141,和买了就吹的人不同，我经常对自己的持仓提负面意见，而且还经常改主意，关注鱼而不是渔的同学慎重。
310938328,2024-11-04 07:43:27,228,75,5,https://xueqiu.com/1965894836/310938328,有观点和立场后 ，事实重要吗 ？这不是少数派 ，这是多数派 ，所以垃圾股拉高出货这个骗局在这里可以一直有效 。
310707397,2024-11-01 13:30:22,384,251,50,https://xueqiu.com/1965894836/310707397,投资追求简单，不代表它真的简单，更不是后视镜里的简单，需要持续付出努力和提升自己让它简单。很多人一味拔高“道”的力量，我是不认同的。
310295829,2024-10-30 15:41:00,335,111,7,https://xueqiu.com/1965894836/310295829,只有在这片土地我们有机会成就卓越，如果离开，对我不过是做一个富家翁而已，当然这是我当下很个人的选择，甚至未必是财务上最理性的选择。（我只是权衡以中国为主场做投资，还是以美国为主场做投资的选择，评论有些误解，还是补充上，这也是和经纬张颖总有次交流时给我的启发。）
310175828,2024-10-30 05:32:18,371,86,13,https://xueqiu.com/1965894836/310175828,同样业绩会，还是觉得美股舒服，投资人被像人一样对待，股东回报也优秀，只需要考虑商业和估值问题。
309860698,2024-10-28 13:38:47,467,339,83,https://xueqiu.com/1965894836/309860698,作为局外人观察了几年，我依然不知道投中国创新药有什么整体赔率，九死一生赌出来一个（九死一生这概率可能还说高了），各种政策风险再一刀，国内要控费，海外要分利；因为长期不盈利，也没有管理层分配利益（对待其他股东）的记录，赌出来的这一个还可能偷股东的钱，成为老千股。
309826293,2024-10-28 10:42:02,447,48,20,https://xueqiu.com/1965894836/309826293,这样的弱现实下，继续降低收益预期才有可能少踩雷，对我们小投资人，上行是礼物，不应该是孤注一掷的必须。这几年足够让我们理解世界是个草台班子，要为各种意外和突变做好准备，不管是下行的，还是上行的，我们个体在这样的大时代下很渺小，需要一些运气，也需要一些冗余。
309376477,2024-10-24 13:35:25,398,101,20,https://xueqiu.com/1965894836/309376477,最近找不到特别好的解法，相比股价的涨幅，大部分持股的基本面变化相对停滞，在中美两个市场我们都面临一些尴尬，内生回报率的下行让人有些焦虑，这样的时刻我的经验是不要降低自己的标准，保持冗余，保持耐心，很多时候转机会突然出现。
309184346,2024-10-23 11:46:33,322,138,10,https://xueqiu.com/1965894836/309184346,以中年男性主导话语权的社区里找一些消费品的投资逻辑，你可能只能找到类似白酒这些传统消费。就和我们的上一代开始不理解游戏，不理解互联网一样，有时候我们的错只是在老了。
308916905,2024-10-21 17:22:33,251,107,7,https://xueqiu.com/1965894836/308916905,忽然就想起了2015年的中车，那真是让我记忆深刻的一段时间。
308337737,2024-10-17 05:50:53,319,41,12,https://xueqiu.com/1965894836/308337737,能够慢下来的是好生意，能够并且愿意慢下来的是好企业。
308188050,2024-10-16 08:32:07,178,67,9,https://xueqiu.com/1965894836/308188050,两类中国需求驱动的海外成长行业，半导体和奢侈品3季报都有破的迹象。奢侈品空头我们上月被中国撒钱的叙事挤了，好在半导体坚持了下来。（我们不是单边short，模仿慎重。）
308092129,2024-10-15 13:41:31,313,61,7,https://xueqiu.com/1965894836/308092129,三季报会是一个分歧巨大的窗口期，经济企稳需要时间，也需要看到更多的牌，但3季度逐月下行的基本面是当下的现实，我们微观选股的选手在这种场景下能做得很少，现在是考验信仰的时候，而我们从不寄望于此，相比“弹性”，我更喜欢扎实的基本面，我们这阶段“落后”也就不可避免了。
307970917,2024-10-14 16:26:15,368,145,20,https://xueqiu.com/1965894836/307970917,在一个一直高估的市场里，本质上赢家争夺的是卖出权，各种熙熙攘攘、眼花缭乱背后这是最稳定的套利，所有的利益都是围绕这个展开的。
307361791,2024-10-09 22:12:40,1120,131,54,https://xueqiu.com/1965894836/307361791,坚实的商业模式 ，可靠的管理层 ，这些真正影响长期投资表现的因子 ，总是被忽视 ；有多少人开户 ，有多少外资要买入 ，来自 “上层 ”或真或假的传言 ，宏大的叙事结合市场的剧烈波动总是更吸引眼球 ；高明些的玩着基本面的预期游戏 ，用线性外推试图翘起整个地球 。而改变世界的是那一小部分人 ，驱动市场长期回报的是那一小撮公司 ，把他们和那些偷钱的管理层 、长期毁灭价值的企业放在一起讲估值甚至有点可笑 ，所以我们一直是孤独的 。熊市走红只是凑巧 ，我在这里也只是自言自语 ，一个大韭菜为这段旅程做一点笔记 ，并不需要多少关注 ；有志同道合的人固然很欣喜 ，但也从不期待改变别人 ，毕竟属于你们的牛市来了 。
307307740,2024-10-09 16:23:51,617,106,11,https://xueqiu.com/1965894836/307307740,越慢越有戏，越快越没戏，所谓有恒产者有恒心。
306818505,2024-10-06 19:59:57,717,132,27,https://xueqiu.com/1965894836/306818505,中国资本市场港股化甚至b股化 ，对价投中短期未必是坏事 ，但对中国经济没有好处 ，对投资中国的价投长期而言同样限制了天花板 ，看远一点也是弊大于利 。回报股东和适度泡沫可以同时存在 ，这里没有矛盾 ，泡沫可以刺激投资和创新 ，风险资本才有生存的土壤 ，创业替代躺平会带来新的就业机会 ，十几年前我们想不到外卖 、网约车 、网红等经济形式 ，想不到我们在电动车等制造业取得的进步 。每一轮泡沫都有买单的人 ，这是客观规律 ，尊重他人的命运 ，经济发展了 ，才有机会建全保障制度托底 ，现实世界没有既要又要 ，发展到现在不承担代价的容易选择早就做了 ，但还是要继续发展 ，十一节日的尾巴祝福中国 。
306735634,2024-10-05 08:49:23,282,49,7,https://xueqiu.com/1965894836/306735634,某咖啡卖了 ，因为被猜到过 ，还是吱一声 ，明年我们要报13f ，以后这类就不特别说了 ，都会披露 。持有两年半 ，经历了对中概人人喊打的低潮 ，尤其它还是始作俑者 ，也有过去年品牌势能的高点 ，以这样的方式获利离开 ，并不在我的规划内 ，但二级市场投资就是这样 ，流动性就像潮汐 ，但又充满偶然 ，把试图预测的人碾得粉碎 。有执行力的团队 ，合理的估值 ，但这一年来越来越看不清这个生意能做多久 ，是周期还是流行 ？5年后的市场格局会是什么 ？单店模型稳定下来的样子 ？交给更懂的投资者吧 ，被我们砸了一周 ，应该是影响了短期表现的 。
306617410,2024-10-03 11:03:35,428,71,14,https://xueqiu.com/1965894836/306617410,我们出钱是要算回报的，投资不是做慈善。很多人总习惯把自己代入为大股东，如何融资化解危机，可我们明明是小股东，是不惜一切代价里的代价。
306615058,2024-10-03 10:36:48,248,53,8,https://xueqiu.com/1965894836/306615058,港股增发配售便捷，很多配售应该已经在酝酿中了，因为他们很缺钱。
306536761,2024-10-02 11:58:54,295,48,5,https://xueqiu.com/1965894836/306536761,多ai 空中国， 多美国空中国， 多日本空中国， 多印度空中国 ……这两年无数成功的策略背后有一个最拥挤的基石。
306402779,2024-09-30 18:23:30,314,113,5,https://xueqiu.com/1965894836/306402779,都想挤爆别人或者惦记着后来者，不会长久。
305906987,2024-09-27 10:05:32,277,109,22,https://xueqiu.com/1965894836/305906987,两个孩子，一个连续考砸了6、7年，学啥啥不成，一个每年表现都很好，品学兼优，你断不会指着学渣说他弹性大，但到了股票市场这样的事却司空见惯。。甚至一些对冲基金也交易得飞起，买差的空好的，美其名曰有alpha。
305814135,2024-09-26 17:12:53,294,81,13,https://xueqiu.com/1965894836/305814135,微观无用论又开始被提起 ，做中概的同学应该还记得22年3月刘鹤讲话后的市场表现 ，那一刻是没什么区分的 ，但往后滚一年区别会很大 。而没有微观研究 ，没有那些即使在当下困境中依然拿出不错业绩的企业 ，我们又如何维持住在互联网和消费行业的高仓位呢 ？吃第三个馒头饱了 ，不代表前面两个馒头白吃了 。
305527967,2024-09-24 22:53:28,108,40,4,https://xueqiu.com/1965894836/305527967,按市值扫了眼年度表现 ，还是挺惊讶的 。想起一个笑话 ，美国有7姐妹 ，我们有8大汉 。
305450912,2024-09-24 13:26:31,349,129,18,https://xueqiu.com/1965894836/305450912,我们长期利率这么低，优质股权的股息率整体又很高，不是业绩下去就是估值上来，或者同时发生，今天早上的表态其实是鼓励套利。
305387112,2024-09-24 07:57:03,293,78,19,https://xueqiu.com/1965894836/305387112,增量时代 ，增速10%+甚至30%的时候 ，几年就翻倍 ，管理层多分一点 ，小股东也有的赚 ，极端点如elon马给自己巨额期权激励对赌 ，整体也算是幸福得挨刀 ；存量时代 ，增速0%到5%的时候 ，管理层多分一点 （不管是不合理的激励还是体外设点关联公司 ） ，小股东年化就是负的 ，比如各种xx会计治下的公司 。这就是为什么我们这时候更强调正直 ，强调人 （与谁合伙 ） 。
305370177,2024-09-23 22:06:09,315,61,16,https://xueqiu.com/1965894836/305370177,“从第一天接受投资，我就发誓说不会让我们的投资者失望，要尽全力去做，所以你看到我们公司是把所有的业务全部放在一个地方，不会通过财技把公司玩得眼花缭乱，投资者不知道你有什么漏洞，这是最怕的。” 我们当然希望我们的伙伴是这样的，也希望成为这样的伙伴。
305099155,2024-09-20 10:49:12,132,66,11,https://xueqiu.com/1965894836/305099155,一些A股下跌后发现里面的破事真多，哪怕都是打着价值名义的，还好遵从了芒格给我们的最好建议。
304405420,2024-09-12 11:27:08,352,122,41,https://xueqiu.com/1965894836/304405420,一些投资人总喜欢问我怎么看中国市场 （美国市场 ） ，但把这么多企业打包在一起评价非常不公平且不理性 ，在整体增量不足的背景下 ，未来优秀与平庸的区别会比之前大得多 ，原来选到平庸可能只是少赚钱 ，宾主尽欢的时候总有些残羹冷炙剩下 ，而现在选择平庸可能意味着亏损 ，所以生意和人在当下远大过静态估值 （业绩长期可持续 ，小股东能分享发展成果 ） 。其实这本就是长期投资的要求 ，困境中更容易分辨本质 。
303810908,2024-09-06 14:19:05,331,110,25,https://xueqiu.com/1965894836/303810908,运营数据已经转差，财务数据还有惯性，这时候静态估值呈现的“便宜”是要极谨慎的，这不是看别人笑话，更多是警醒自己。
303642046,2024-09-05 10:20:53,300,47,10,https://xueqiu.com/1965894836/303642046,投资是一个不能不懂装懂的游戏，但资管却可以是一个假装很懂的生意，这种巨大的矛盾会扭曲纪律，避免愚蠢的方法是诚实。
303566188,2024-09-04 16:12:48,181,34,9,https://xueqiu.com/1965894836/303566188,价值是变化的，它不是一个常数；价格偏离价值，可以很长时间；而渺小如我们当然有可能错判价值；这是我们进市场前先要有的一些常识。
302768333,2024-08-28 23:17:08,247,80,12,https://xueqiu.com/1965894836/302768333,涉及巨大的切身利益的时候，很多平时非常聪明，理性的人大多也是扭曲的，15年崩盘时我就见过不敢打开账户的，而波动总是会发生，所以这可能是一个少数人赢的游戏。
302679996,2024-08-28 13:48:01,260,135,19,https://xueqiu.com/1965894836/302679996,我们一些上市公司怪异的行为 ，确实极大影响了对中国民营企业的整体印象 ，在原来脆弱的估值上又开始摇摇欲坠 ，我们看不懂 ，更别说老外们 ；当期的股东回报不是必须 ，但珍惜股权 ，善待小股东是在目前的严冬中需要的温度 ，我们还是会把主要配置苟在这些企业上 ，投资人经常对着我的一篇旧文问当前的机会分 ，现在我会说这些民营企业是80分的机会了 。
302459944,2024-08-27 09:20:51,203,95,11,https://xueqiu.com/1965894836/302459944,大的定性上其实我们没什么区别，只是始于烟蒂股的投资经历让我真的经历了很多诡诈和人性的丑陋，我想这也是@管我财 左侧交易控制单标的上限的原因，所以只是不同经历塑造了不一样的方法论。求同存异。
302447095,2024-08-27 07:03:58,337,54,6,https://xueqiu.com/1965894836/302447095,不要pua我，小股东要求分配超额现金不是乞讨，你们坏人见得太少，和大股东共情；是存在少数浪子回头的案例，但也可以是幸存者偏差，为什么不等回头再决策？可以少赚钱，有便宜不占也是某种生存之道。
302407020,2024-08-26 19:27:40,157,144,15,https://xueqiu.com/1965894836/302407020,估值很低但预期很高，这是怎么同时做到的？个位数估值要求持续大几十的增长，也许要多年后才能揭秘了。
302105704,2024-08-23 12:35:13,166,42,5,https://xueqiu.com/1965894836/302105704,半年时间猪和鹅风评逆转，如果复盘历史，这样的情况不知凡几，时间甚至可以追溯到阴阳师时代。我们真的看得清吗？
301948814,2024-08-22 13:41:08,495,116,33,https://xueqiu.com/1965894836/301948814,在一个已经很便宜且低关注度的市场里，首先要挑好的，其次才是更便宜，买中国资产已经是逆势，守正即可，没必要奇上加奇，这个业绩期看到一些资产暴雷有感。
301903025,2024-08-22 09:59:10,186,87,11,https://xueqiu.com/1965894836/301903025,中报季至今，其实仅就我们在中国市场自下而上能找到的机会而言，今年并不是一个困难的年份，自下而上得到的结论比现在流行的种种叙事要乐观。
301861563,2024-08-21 22:29:04,149,107,9,https://xueqiu.com/1965894836/301861563,货架电商这门生意，可以远比现在估值体现出来的预期做得久，欢迎以后挖坟。
301646479,2024-08-20 13:40:00,405,117,8,https://xueqiu.com/1965894836/301646479,又积攒了很多问询 ，还是统一回复 ，虽然现在中国离岸资产估值是有吸引力的 ，但我们还是决定阶段放弃扩大人民币产品的净募集规模 ，关注开放的同学资金上早做安排 。互换的成本 、政策的不确定性当然是其中的考量 ，更重要的是我们一路走来 ，都是通关一个量级再去下一个量级 ，这种过程的冗余对我很重要 ，不管是团队的磨合还是风控的考虑 ，很多跳级的选手失去这种过程的感悟是很可惜的 ，所以这某种意义上也是一个自私的决定 。不管外界怎么评价 ，我认为我们的核心竞争力一直是保守 ，不管是标的选择上的保守 ，估值上的保守 ，还是仓位上的保守 ；而募集资金上的保守也是其中一环 。
301052584,2024-08-14 22:55:09,201,32,6,https://xueqiu.com/1965894836/301052584,收缩提效阶段，可能看毛利增速比看收入增速更客观，要拉收入增速，净收入会计上改为毛收入，或者做大自营，或者做一些低毛利率的项目，这些历史上都发生过，面子重要还是里子重要？
300994677,2024-08-14 14:32:50,316,71,5,https://xueqiu.com/1965894836/300994677,看到雪球上证版面的行为艺术，虽然这是情绪低点的一个佐证，但长期而言，融资市里普通投资者离开是对的，这个结论没有错。我们如果要提振消费，肯定不能再让融资市继续，这是反向二次分配，分配给掌握更多资源的少数人。
300819512,2024-08-13 10:08:20,193,27,2,https://xueqiu.com/1965894836/300819512,我愿意提示的都是有高流动性同时有股东回报的，那些赔率够确定性差的，我们或者相当分散，或者做了对冲，知道一个名字也没什么意义。至于流动性差的标的，如果是高确定高赔率的机会，我只会为我们投资人服务，而不会广而告之，至于那些到处宣扬的，只能说这个江湖水很深。
300121093,2024-08-06 16:25:27,265,83,30,https://xueqiu.com/1965894836/300121093,上次可以在10几倍估值下精挑细选，优中选优，好像还是2016年a股熔断后，那时没有人相信供给侧改革，就像现在没有人相信我们长期会有一个合理的通胀水平一样。
300060881,2024-08-06 10:21:55,265,27,9,https://xueqiu.com/1965894836/300060881,我们追求点数取胜，一点点积攒优势，而不是KO，取悦观众，昨晚我们少赚很多钱，但换个角度我们也接到一些我们想要的资产。低预期会带来平和的心态，平和会带来理性和韧性，这是一个无限回合的比赛。
299998926,2024-08-05 20:51:18,214,30,7,https://xueqiu.com/1965894836/299998926,今天各公众号、卖方都开始对这轮外盘踩踏总结，其实这是拥挤的高确定性交易的反面，即长尾风险，我们很难预测，只能预防。
299919397,2024-08-05 12:23:06,220,37,6,https://xueqiu.com/1965894836/299919397,在7月给投资人发半年报时预警过 ，在当时我们属于极少数讲风险更多的 。
299576507,2024-08-01 15:22:36,187,79,13,https://xueqiu.com/1965894836/299576507,“在北亚 ，没看到下半年会有什么大的变化 ；预计中国内地维持略微负增 、旅游零售动销逐渐改善 。全球唯一消费者信心很低的是中国 ，原因显而易见 ，就业市场不健康 、很多中国人积蓄都在房地产 。不是不能在中国卖高端 ，我们的YSL和赫莲娜就卖得好 ，但整体上中国消费者更倾向于性价比 ，所以我们觉得巴黎欧莱雅还有机会吸引新消费者 。从长期角度 ，中国仍然充满机会 ，因为没有别的市场有此规模的人口和在增长的中产规模 。 ” 这段评论比较客观 。
299551504,2024-08-01 12:30:23,146,46,4,https://xueqiu.com/1965894836/299551504,对某餐饮连锁，我们还是有些运气，当我因为老板买楼作死（后面还爆出挪用公款）而卖出的时候，并没有意识到它是一个糟糕的生意，回头看又跌了80%。
299407285,2024-07-31 12:21:42,332,329,50,https://xueqiu.com/1965894836/299407285,美国这轮蓝筹的财报截止目前 ，除少数资本开支驱动的硬件 ，国内消费也是同店负增长 （还是通胀提价背景下 ） ，大的品牌消费如宝洁这些基本停滞 ，互联网个位数的增速 （好一点的低双 ） ；从半导体看下游的话 ，工业和汽车需求拉跨 。但可能外国的月亮圆 ，亦或是上涨即正确 ，我们中国投资人现在言必美国 。
299382661,2024-07-31 10:30:13,248,231,15,https://xueqiu.com/1965894836/299382661,我看空并做空一些互联网标的的时候 ，是在2021年 ，现在一些大V出来踩一脚装什么懂王 ，当时吹得最厉害就是你们 。 当前交易中国资产 （尤其离岸资产 ）的边际力量多是那些平台型的对冲基金 ，我们确实没有与时俱进 ，边际数据差了就空 ，好了就多 ，来回切换 ，看起来是阶段最成功的模式 ，但有大西瓜的时候 ，我只想紧紧抱住 。
299290968,2024-07-30 15:33:16,413,76,6,https://xueqiu.com/1965894836/299290968,我们应该鼓励多样性，多元化，而不是在有限的细分里面拼命卷供给；不是只鼓励中低收入群体消费，他们没钱又怎么消费，而是让大家一起消费，中高收入的消费也会给出更多工作机会，让分配流动，最后也会惠及全体，消费本就是最温柔和幸福的再分配。
298886036,2024-07-26 10:53:08,322,120,6,https://xueqiu.com/1965894836/298886036,俞敏洪是好人，人性上很多闪光点，但他公司治理上有大问题。梁山好汉，不法治，也不市场，最后自己也被此拖累。
298480203,2024-07-23 15:07:05,157,53,2,https://xueqiu.com/1965894836/298480203,流动性溢价变流动性折价，市场做出和初衷完全不同的反馈。
298316802,2024-07-22 11:51:09,162,44,2,https://xueqiu.com/1965894836/298316802,随着规模增长，管理好投资组合的流动性变得越来越重要，这既是资管的约束，也是策略的要求。如果做不到，我可以接受管理规模不发展。
298292087,2024-07-22 09:54:16,167,25,2,https://xueqiu.com/1965894836/298292087,确实可以靠管，管出一时的效果，但这是舍本逐末，面子和里子，我想长期投资者更想要后者。
298056076,2024-07-19 09:53:38,177,44,8,https://xueqiu.com/1965894836/298056076,过去几年香港市场其实走得特别理性，也很价值，所以价值投资者迎来了春天，但市场并不总是理性，我的15年港股投资经历里不理性的时候可能更多一些。
297687584,2024-07-16 17:26:25,270,57,6,https://xueqiu.com/1965894836/297687584,对着不断融资，负债表恶化中的企业拍股息率，地产股的经验不是才过去没多久吗？这种集体失忆，我有点搞不清是蠢还是坏了。
297630606,2024-07-16 11:14:35,251,53,12,https://xueqiu.com/1965894836/297630606,我们花了太多时间思考边际和对手，留给思考商业模式持续性，长期竞争格局的时间又太少；这带来一个结果，高估短期，低估长期。
297617312,2024-07-16 10:16:27,133,80,8,https://xueqiu.com/1965894836/297617312,一些可选消费品外资的股比要求是不是可以放开？反正内资也不要。
297193734,2024-07-11 22:12:00,153,26,2,https://xueqiu.com/1965894836/297193734,中美股市忽然同步了，上演的都是一鲸落万物生的戏。
297150613,2024-07-11 15:47:56,177,57,14,https://xueqiu.com/1965894836/297150613,$瑞安建业(00983)$ 这是我学习价值投资选的最早几只股票之一，时间是2009年，它教会我的是管理层的人品和资本配置的能力在行业成熟期尤为重要，它远远大过静态的资产折让，这个结论我想也适用于当前的互联网烟蒂股。（没有利益关系，但警钟长鸣。）
296924834,2024-07-10 09:50:32,167,72,10,https://xueqiu.com/1965894836/296924834,原来你们看业绩啊，这些下滑不是明牌吗？不也一路抱，现在开始比跑得快？
296720971,2024-07-08 22:48:32,626,215,51,https://xueqiu.com/1965894836/296720971,身边充斥着对中国成长资产的否定，情绪就像瘟疫，有时需要坚强，2024年7月8号。
296369929,2024-07-05 10:57:45,146,99,17,https://xueqiu.com/1965894836/296369929,中国的冰山是水面上的，美国的冰山是水面下的，买保险的话，我更愿意为水下的冰山付费。
296097894,2024-07-03 14:12:40,451,232,51,https://xueqiu.com/1965894836/296097894,$中概互联网ETF(SH513050)$ 由于我们国内人民币产品阶段封闭 ，对有意向的投资人这可能是一个比较好的阶段替换 ，潜在波动大一点 ，但它其实已经是一个轻资产模式的高息 （回购 ）组合 ，长期分红能力可能比一些高杠杆的红利etf更好 。由于仓位分布更分散以及我们并不是一个满仓运行的基金 ，我们基金中短期要跑赢它并不容易 ，而etf的收费也更低 。但需要考虑溢价率 ，以及一些持有成本 （这块我没有仔细看 ） ，只是看了它的成分股比重 ，如果有类似持仓结构 ，但收费更友好 ，甚至折价的 ，那就更好了 。
295930832,2024-07-02 12:25:47,220,86,14,https://xueqiu.com/1965894836/295930832,当下和我们2020年4季度面临的情况非常像，我们觉得回报好的资产一买就跌，我们卖出的资产越卖越涨，逆风的时候对着组合算算账，抛开短期涨跌，从内生回报的角度这不是困难的决策。
295714116,2024-06-30 14:20:49,192,26,6,https://xueqiu.com/1965894836/295714116,一群聪明人在情绪高涨时聚在一起，容易做出长期很蠢的决策，所以有时要对信息做一些隔离。（给自己偷懒找个借口哈）
295253525,2024-06-26 14:08:37,228,183,21,https://xueqiu.com/1965894836/295253525,如果股价下跌了2 、30% ，而不想采取行动 ，那通常意味着我犯了错误 。如果是基于保守的出价原则 ，对生意的判断也没问题 ，我应该要加仓 ；而如果生意的判断出了问题 ，或者估值不够保守 ，那我应该止损 。在一些消费股上 ，我陷入了两难 ，边际数据的波动并不是困扰我的部分 ，但对生意的理解 ，以及人口结构变化后长期空间的判断 ，有一些关键变量不容易回答 。
295021206,2024-06-25 06:52:47,101,26,2,https://xueqiu.com/1965894836/295021206,公司投资价值和股东回报的关系是乘，而不是加，我确实不知道它未来如何分配资本，随着它越长越大，这个疑惑也越来越大。
294345710,2024-06-19 13:10:12,113,63,5,https://xueqiu.com/1965894836/294345710,美股如果有泡沫，倒并不在估值上，一季报后普遍进取的资本开支，按目前增速和利润率水平能解释当下，但在ai的真实终端需求（而不是fomo的情绪），在政府的财政纪律上，我确实看不清楚，不是容易跨过的栏了。
294173005,2024-06-18 10:37:53,157,17,2,https://xueqiu.com/1965894836/294173005,我们并不是拿着现金等所谓好价格，只是不同资产/标的之间做比较，先一鸟在手，会比较踏实。（答等不到某标的好价格怎么办）
294099420,2024-06-17 18:12:04,143,50,3,https://xueqiu.com/1965894836/294099420,a股主流是趋势投资，等待只看边际的选手极致的演绎，希望能有好价格。
293798404,2024-06-14 13:21:23,180,43,7,https://xueqiu.com/1965894836/293798404,下半年可能并不容易，所以没能认购我们产品的不用着急，一边经济有压力，一边估值有压力。如果讲认购时机，我们回撤比较大的时候通常是好的时候，因为我们的风格，导致回撤通常发生在便宜到更便宜的阶段。
293534820,2024-06-12 22:25:31,172,53,19,https://xueqiu.com/1965894836/293534820,在ai这种变革领域，我觉得我们很难期待靠学习技术形成某种洞见，自上而下的指导投资，而是来自一个个具体机会、事件、变革的跟踪，做多了就有机会串成一条线，成为某种事后的“洞见”，所以，立足脚下。
292851448,2024-06-06 12:37:58,145,76,20,https://xueqiu.com/1965894836/292851448,美国科技，中国互联网，以及港股高息股共同给基金带来了正回报，拉低回报的依然是消费，尤其是线下消费，尽管有些预期，但还是低估了通缩和竞争的残酷，也错误借鉴了美国类似企业的经验。
292801847,2024-06-06 09:39:57,200,70,10,https://xueqiu.com/1965894836/292801847,还是不要带着太多嫉妒的情绪去做投资，每次聊美股，评论都有喊着做空英伟达，或者高喊美股泡沫，看不懂是常态，做空不能因为看不懂，反而要求很懂，既要懂基本面，也要懂一点市场。
292766952,2024-06-05 22:32:21,101,20,5,https://xueqiu.com/1965894836/292766952,$特斯拉(TSLA)$ 即使归在中概里，它都属于公司治理极差的。
292696728,2024-06-05 14:05:22,216,14,3,https://xueqiu.com/1965894836/292696728,结束假期回到公司，翻看数据，让我觉得更自在满足了，从事自己喜欢的工作是非常幸福的事。
291996196,2024-05-30 14:24:34,83,20,1,https://xueqiu.com/1965894836/291996196,$创新ETF-ARK(ARKK)$ 管理费应该对空头收，而不是对她的持有人收，能在科技大牛市踩中每一个雷这是一种能力。
291969002,2024-05-30 11:31:13,147,36,9,https://xueqiu.com/1965894836/291969002,我们往往执着于看那些更熟悉，但赔率下行的机会；熟悉是一种保护，但也是一种路径依赖；也许把那些不难但有赔率的机会搞懂是在时间分配上更好的选择？
291911770,2024-05-29 23:44:08,213,45,1,https://xueqiu.com/1965894836/291911770,看到一个热帖，标题是总结自己投资优缺点，我以为会看到有意义的反思，结果内容全是变相夸自己，自恋在投资上其实也是一种缺点。
291577256,2024-05-27 17:41:14,150,20,3,https://xueqiu.com/1965894836/291577256,我的时间过于碎片化，以及重复观点，对我们长期业绩一定是不利的，所以一些邀约不能一一接待，见谅，尤其是我们投资人，更希望你们理解。
290153493,2024-05-15 22:10:42,219,99,10,https://xueqiu.com/1965894836/290153493,中国互联网公司股东回报的提升让人欣喜，但大洋彼岸的大模型竞赛亦让人艳羡；过于追求当下即期回报，并不是一个正常健康的生态。
