发布时间,正文
2018-10-16 06:53:00,媒体：沙特准备承认记者因审讯不当被杀 油价基本收复跌幅 《纽约时报》猜测，需要投资的土耳其和有钱的沙特有可能达成协议，把一切不法行为怪罪在某些擅自作主的底层人士身上，于是一切不了了之。  媒体：沙特准备承认记者因审讯不当被杀 油价基本收复跌幅 《纽约时报》猜测，需要投资的土耳其和有钱的沙特有可能达成协议，把一切不法行为怪罪在某些擅自作主的底层人士身上，于是一切不了了之。
2018-10-16 07:05:00,汽车市场的萎靡，跟房价有点关系，大量房贷压力减少了汽车消费能力，但是主因我个人认为是16年的购置税减免，17年的购置税减半，两年的汽车消费高速增长，让消费提前，造成今年汽车销量的下跌，这个很正常，这事09年底发生过，10年高速增长，2011年汽车增速就挂了，跟现在一样一样的 汽车市场的萎靡，跟房价有点关系，大量房贷压力减少了汽车消费能力，但是主因我个人认为是16年的购置税减免，17年的购置税减半，两年的汽车消费高速增长，让消费提前，造成今年汽车销量的下跌，这个很正常，这事09年底发生过，10年高速增长，2011年汽车增速就挂了，跟现在一样一样的
2018-10-16 07:42:00,XX汽车在西湖边的奢侈品大街租了好大的场地展示，因为交付了3300多辆现车，在美帝股市大涨，俺个人认为，就目前品质而言，交付的越多，死得越快
2018-10-16 08:02:00,关于银行坏账，有一个很奇葩的论调，你看当年工行25%的坏账不也消化了吗，现在这点问题不大。 问题是那时候是中国经济高速发展期，通涨也足够，现在呢，能跟那时候比吗 我却觉得对于30岁的年轻人来说20万负债真心问题不大，但是对于退休老太太，20万负债可以压得他喘不过气来。 当然我承认银行业一定会有好企业好好的活很久很久，不可能大面积出问题，但是中短期一定会有不少非常巨大的地雷，我看不清，所以不敢投、 某一位老股民还声称（其实很多人都这么认为），M2增速有多高，银行增长就有多高，可惜最近几年数据并没有体现这种观点 日本也好，台湾也好，都有银行股市值霸占最大市值N年，现在去看看，还有吗 关于银行坏账，有一个很奇葩的论调，你看当年工行25%的坏账不也消化了吗，现在这点问题不大。 问题是那时候是中国经济高速发展期，通涨也足够，现在呢，能跟那时候比吗 我却觉得对于30岁的年轻人来说20万负债真心问题不大，但是对于退休老太太，20万负债可以压得他喘不过气来。 当然我...
2018-10-16 09:07:00,深证成指跌到7444，达到2013年6月25日的水平，那天上证指数跌到1849点
2018-10-16 09:14:00,不是价格，而是潜在风险看不清，我知道一定会有银行走出泥潭，但是真的看不清楚是谁，目前招行，建行比较像
2018-10-16 09:23:00,大小盘也是有周期的，长期整体讲大小盘都是一样的，但是在不同时期，风格偏向还是很明显的，有时候大盘会有流动性溢价，有时候小盘会有筹码少的溢价，搞懂周期性
2018-10-16 14:39:00,主仓又满上了，124%仓位，春节以来只有5%盈利了 游戏仓亏损3%了 主仓又满上了，124%仓位，春节以来只有5%盈利了 游戏仓亏损3%了
2018-10-16 15:07:00,只有581了，幸好581分红没买进去，还减了15%仓，否则亏的当裤子了
2018-10-16 15:24:00,今年业绩增长的，看分红率计算1.3人民币，差不多就是1.47港币，11%吧
2018-10-16 15:25:00,基本上没有，博世汽柴中，博世占股66%，而博世又是苏威孚的第二大股东
2018-10-16 16:31:00,10月之后还在新高，双十节这天2725还是历史新高附近，短短几个交易日，跌掉10.5%富人净值，罪魁祸首是苏威孚B，6个交易日跌了15% 主仓春节以来盈利仅仅只剩4%，游戏仓反而跌幅小，因为兖煤H仓位比较多，只亏不到3%
2018-10-16 18:52:00,不就是等9天吗，我1年都等了，9天更加等得起了，9天至少15%收益，为什么不敢，上-------------------就一个字
2018-10-16 18:58:00,拜托看一下鲁泰B，市场上的其他回购都是意思意思，不是真回购，真回购起码干掉10%的流通盘，陕煤是一下干掉17%流通盘
2018-10-16 19:38:00,应该是陕煤的商票中心，兴业银行的人帮他们搞的
2018-10-16 19:48:00,57%煤炭
2018-10-17 08:06:00,保守投资者最关心的是安全边际和估值水平 价值投资者最关心的是ROE和成长性 成长性投资者最关心竞争力和市场空间 消息派投资者最关心热点问题 定投派最关心历史估值位置 方丈最关心的是雪球活跃度 保守投资者最关心的是安全边际和估值水平 价值投资者最关心的是ROE和成长性 成长性投资者最关心竞争力和市场空间 消息派投资者最关心热点问题 定投派最关心历史估值位置 方丈最关心的是雪球活跃度
2018-10-17 08:33:00,高PB的回购，本质是维护股价，低PB低PE的回购才对大股东，小股东，卖出股票者各方都有利
2018-10-17 11:41:00,早盘捡了两个鸡蛋，连盒饭都没捡到，继续124%仓位，游戏仓回血不少，还亏2.3%
2018-10-17 15:02:00,今天出了两单昊华，福建烂铁上抓了两个盒饭，陕煤上搞了个蛋，仓位121%，又原地复活了
2018-10-17 16:00:00,全国银行业资产增速逐月下降 ，已经比GDP+通涨之和低了 全国银行业资产增速逐月下降 ，已经比GDP+通涨之和低了
2018-10-17 16:04:00,中国9月新增人民币贷款 13800亿人民币，前值 12800亿人民币。 中国9月社会融资规模 22100亿人民币，前值 15200亿人民币。 中国9月M2货币供应同比 8.3%，前值 8.2%。  ---------------------- 明天准备大涨？ 中国9月新增人民币贷款 13800亿人民币，前值 12800亿人民币。 中国9月社会融资规模 22100亿人民币，前值 15200亿人民币。 中国9月M2货币供应同比 8.3%，前值 8.2%。  ---------------------- 明天准备大涨？
2018-10-17 19:43:00,重仓的黔源电力和苏威孚B大跌，俺真的木有半点不高兴，尤其是在整体还盈利的时候，因为我知道我下个机会在哪里。 最痛恨牛市，尤其高位，不知道买啥才痛苦
2018-10-17 21:27:00,大蓝筹6pb的估值跌倒0.6 pb都不奇怪，为啥中小创就不能跌了？
2018-10-17 21:53:00,据新浪港股消息，安信证券报告认为，预计腾讯第三季度收入同比增加 19.5%至 779.5 亿元，比彭博预期低 4%，主要由广告和其他业务增长驱动。 调整后净利润同比增加 6%至181 亿元 。 网页链接 --------------------------------------------------- 这三季度是不是算忒惨啊，不过我相信真正财报出来是不是应该高一些 据新浪港股消息，安信证券报告认为，预计腾讯第三季度收入同比增加 19.5%至 779.5 亿元，比彭博预期低 4%，主要由广告和其他业务增长驱动。 调整后净利润同比增加 6%至181 亿元 。 网页链接 ----------------------------------------------...
2018-10-18 07:44:00,券商股最近还是不要碰，太多抵押地雷了，俺知道的就不少，不好详细说而已
2018-10-18 08:26:00,行业龙头神华再度上调了5500大卡动力煤的现货价格，10月16日至22日的价格为668元/吨，较10月1日上涨23元/吨。
2018-10-18 08:37:00,老粉还记得我说过的那句话吗 楼市不好，豪车好 老粉还记得我说过的那句话吗 楼市不好，豪车好
2018-10-18 08:38:00,有，油和煤都是基础能源，周期比较想象
2018-10-18 08:40:00,我国煤炭的基本国情是资源禀赋复杂。煤炭资源分布差异大，极薄煤层与特厚煤层、近水平与急倾斜煤层广泛分布，开采条件极其复杂。煤炭开采受煤与瓦斯突出、冲击地压、煤自燃、水害、粉尘等灾害威胁严重，安全开采难度大。 在我国已探明的煤炭资源中，埋深在1000米以下资源量占53%。随着浅部资源枯竭，煤炭采深以平均每年10-25米的速度增加，且深部煤炭资源安全开采威胁巨大，深部瓦斯、冲击地压等灾害相互耦合，成灾机理复杂，防治愈加困难。 在煤炭开采过程中，普遍存在“弃薄采厚、挑肥拣瘦”现象，矿井资源回收率平均仅50%左右，与发达国家约80%的回收率有较大差距，造成原设计80-100年服务年限缩短一半。 我国煤炭的基本国情是资源禀赋复杂。煤炭资源分布差异大，极薄煤层与特厚煤层、近水平与急倾斜煤层广泛分布，开采条件极其复杂。煤炭开采受煤与瓦斯突出、冲击地压、煤自燃、水害、粉尘等灾害威胁严重，安全开采难度大。 在我国已探明的煤炭资源中，埋深在1000米以下资源量占53%。随着浅部资源...
2018-10-18 08:58:00,不过由于中国的豪车都是捆绑在其他汽车上，没有单独豪车公司，所以俺还是不敢买汽车股
2018-10-18 09:11:00,对，不要认为我们不一样，其实还那是熟悉的味道，日本韩国台湾很多发生过的事情，在差不多多背景下，我们一样会发生，比如银行业，比如出生人口，比如老龄化
2018-10-18 09:26:00,能成为日本那样就是阿弥陀佛了，我们的国内宗X教矛盾是日本完全没有的
2018-10-18 10:19:00,8.20干了，继续满上，125%仓位，因为总资金跌了所以实际融资金额不变，但是融资仓位上升了
2018-10-18 12:10:00,巨人网络：拟回购10亿-20亿元股份，回购价格不超过25元/股。  巴安水务：控股股东、实际控制人向公司员工发出增持公司股票倡议书，承诺兜底。  ---------------------- 回购会越来越多，大股东也好，证监会也好都是鼓励的，虽然有的只是作秀，有的是实打实 巨人网络：拟回购10亿-20亿元股份，回购价格不超过25元/股。  巴安水务：控股股东、实际控制人向公司员工发出增持公司股票倡议书，承诺兜底。  ---------------------- 回购会越来越多，大股东也好，证监会也好都是鼓励的，虽然有的只是作秀，有的是实打实
2018-10-18 15:15:00,我满仓了，融资也满了自己的封顶线125%，我想过如果到1000点，我会怎么样，你们想过吗
2018-10-18 22:02:00,等月底陕煤减仓后就没有杠杆了（红包已退回）
2018-10-19 06:33:00,恩，最大的厉害就是便宜，如果我是宝钢的老大，肯定在狂扫同行的股票了，如果我是长电的老大，我也在狂扫水电的股票了，如果我是神华的老大，肯定也在拼命的收购二级市场的煤炭股了，跟海螺当年那样，可惜我不是
2018-10-19 06:35:00,$三钢闽光(SZ002110)$ 如果这时候钢企之间互相买对方股票，结成联盟托拉斯，钢企之间有了更多协调和战略联盟，以后钢价和利润还不是企业说了算
2018-10-19 08:06:00,周期股低市盈率进去会死？这说法很流行吧，我是反人性的，我就进去了
2018-10-19 08:28:00,跟几个做短线的高手朋友聊天，最近绝大部分短线客都是空仓旁观中，都在等右侧，哎这市场已经把人投资人的信心打的全无
2018-10-19 08:32:00,我个人倒是没这么乐观，只是觉得在地条钢取消，电炉钢成本摆着的背景下，现有利润即使下降，也幅度有限，最坏情况不会低于400元一吨的利润，钢企现在的股价计算，PE也不会高于6-7，你能说说看好钢价的理由吗，我倒是想了两个利空，1房地产熄火2质量要求上升提高成本
2018-10-19 08:39:00,"恩，市场钢铁废料供应确实越来越多，铁矿石在非洲的供应下，确实易跌难涨, 新国标下，产品成本增加多吗，好像有多条途径达成国标，电炉钢是不是要被新国标打击到"
2018-10-19 14:39:00,"同志们,珍惜底部筹码,你们股票玩好，我游戏玩好， 老子好不容易整了这么大一个仓位，一股不卖"
2018-10-19 17:48:00,如果从1月份算，已经跌了5个季度，月线上是已经9个月，如果从5178算，已经40个月
2018-10-19 18:11:00,晚上又是一堆回购，就是不知道俺的福建烂铁和隐身博士会不会出公告
2018-10-19 20:08:00,神图再出江湖，今天正好打在下轨线上，11月是5178点下来第41个月，重要时间窗口，俺认为2449大概率是最低点的底部 神图再出江湖，今天正好打在下轨线上，11月是5178点下来第41个月，重要时间窗口，俺认为2449大概率是最低点的底部
2018-10-21 12:25:00,人家在布道，说明高杠杆的错有多大，你非得找文章漏洞，有意思吗
2018-10-22 07:07:00,矛盾啊，想想该T还得T，横盘不做可惜，其次利息不少，有赚做飞当献祭吧
2018-10-22 08:09:00,政府救股市的本意并非是怕指数跌，而是怕质押杠杆爆仓而已，影响经济大局，所以要认清本质
2018-10-22 09:02:00,实际上美帝，日本的企业相对保守得多，看看如日中天的苹果，照样一把现金在手，而日本人的企业有一个60月准备金的说法，也就是说，60个月完全没有生意，照样可以坚持下去，我们的企业太激进，尤其民营企业
2018-10-22 09:37:00,减仓陕煤和福建烂铁各一枪，122%仓位，再次松绑了
2018-10-22 09:48:00,60%的陕煤减2-3%而已
2018-10-22 10:14:00,又走了两枪，仓位降至117%，主仓盈利上升至9%，距离新高还差5.5%，游戏仓亏损1%，外甥仓盈利2%
2018-10-22 10:19:00,有赚就好，安全第一，如果继续急涨，俺还有117%仓位，俺怕啥
2018-10-22 11:20:00,这一波应该是前期期指大空头反杀那些脑子不够快的空头，空头反手做多，然后大买股票，逼死反应慢的空头，然后等高位平期指多仓开空仓，然后卖股票打压指数 ，都是高利润的套路。
2018-10-22 11:44:00,本身国家队和保险在申购ETF，百亿级别资金，大空头正好期指交割，手上大把钱，所有这里大空头反水，反手做多，火上添油，估计要逼空到国庆节后的那个缺口被差不多填满，当然这个逼空具体到哪里，还是看这些反水的空头哪里止盈，但是这把“反转”的火被点燃，可能他们自己都有可能扑不灭，场外资金实在太多了
2018-10-22 14:41:00,除了股市期货上成交盘口，，今天的股票盘口也一再证实俺的推测，一直不跌的平安招行继续大涨，今天这摆明不是国家队干的，目的就是拉指数，逼空
2018-10-22 15:02:00,没法说，拿住好股票，不要上杠杆，这个最简单，有差价混几个就好
2018-10-22 15:37:00,早上期指上大量空单止损，下午总持仓却慢慢上去了（是谁在开空仓，还是自己对开），明天估计就很难再大涨了
2018-10-22 15:51:00,关于做空，大家可以试着做一道题 10元股价的XX股份，做空1000股，请问，最大盈利是多少，最大亏损是多少
2018-10-22 16:20:00,呵呵，我认为更大可能：也许是空头大佬18号结算后反多，拉升赚一波后，再在高位翻空
2018-10-23 10:23:00,撇开风口的证券股，今天是看出好股票还是坏股票的好时机，坏股票不一定是坏企业，贵了的好企业一样是坏股票
2018-10-23 11:22:00,看预期吧，还有估值是不是足够低，海螺现价6PE，比钢铁贵不少
2018-10-23 11:29:00,要看什么估值，如果10PE，利润腰斩或者3折，就惨，如果3PE利润三折也只有10PE，俺就敢买
2018-10-23 12:20:00,高端白酒加税？挺好的，抽中华利群的都加过了，喝茅台五粮液的加点也无妨，反正不差这点钱，有钱人为人民多做点贡献吧。
2018-10-23 12:30:00,"倒不是因为喝不喝的缘故，高端消费多交点税合理，比如豪车，珠宝，名表，高端烟酒,豪宅"
2018-10-23 14:45:00,兄弟，牙医是男的，硬盘200G的牙医，怎么会是女的，看胸比看股准的多
2018-10-23 14:47:00,有，唯一赚钱的股票，说明陕煤的命比牙医还硬
2018-10-24 06:19:00,$黔源电力(SZ002039)$本来想写点什么，但是我觉得自己应该忍住
2018-10-24 07:20:00,有的企业的市值就像钟摆，低估到高估，高估到低估，市值总是在一个大区间晃荡， 有的企业的市值像楼梯，总是一步一步往上，虽然估值也会高低震荡，但是整体底部总是不断抬高，高点总是不停创出新高，（当然要时间，不是3个月5个月，而是3年5年） 所谓满仓穿越的逻辑就是来自后一种企业。 我是荤素不论，多少不论，有吃就好，有赚就行，就是不能亏损，所以不论那种企业，最重要的是低估，避免亏损比较重要 有的企业的市值就像钟摆，低估到高估，高估到低估，市值总是在一个大区间晃荡， 有的企业的市值像楼梯，总是一步一步往上，虽然估值也会高低震荡，但是整体底部总是不断抬高，高点总是不停创出新高，（当然要时间，不是3个月5个月，而是3年5年） 所谓满仓穿越的逻辑就是来自后一种企业。
2018-10-24 08:29:00,不是，这个是个人风格，我不是说我的思路一定就是最好的，但是绝对是最适合自己性格的，也是我个人比较容易把握的，如果你觉得满仓穿越适合你，也没什么不好，如果你觉得投机更适合你，我觉得也没什么不好，关键在于适合自己，并且能够长期稳定获利，如果不能长期稳定获利，适合也没有什么鸟用
2018-10-24 09:03:00,9月26日晚上，湛江牙医说：定投纳斯达克和标普，应该亏不了，然后他就买了几千块 牙医是我的Q&Q网友，2010年至今，除了陕煤以外，但凡牙医跟我的股票，我就瑟瑟发抖，什么浙江医药，什么长安汽车，什么川投能源，幸好，牙医总是能找到非常出众的品种，比如今年6月初买的白酒B，9月底买的纳斯达克和标普基金，不过别为牙医担心，牙医没有杠杆，牙医有源源不断的现金流，牙医还把大部分钱在今年年初买了湛江的房子，虽然也买在顶部，套了15%，但是算上房产的杠杆，也总比不少雪球网友的股票亏的少吧。 很早以前，就有网友提议让我把牙医踢出群，这事我怎么会干啊，这么多年朋友了，就算牙医总是买塌我的股票，我也不可能这么干的。 9月26日晚上，湛江牙医说：定投纳斯达克和标普，应该亏不了，然后他就买了几千块 牙医是我的Q&Q网友，2010年至今，除了陕煤以外，但凡牙医跟我的股票，我就瑟瑟发抖，什么浙江医药，什么长安汽车，什么川投能源，幸好，牙医总是能找到非常出众的品种，比如今年6月初买的白酒B，9月底买的纳...
2018-10-24 10:37:00,想一想国家队基金9月底的空仓，就不寒而栗 绝对不做国家队的对手盘，避开他的大镰刀 要买的比他早一点点，卖的比他早
2018-10-24 11:38:00,我有悲观过吗，早上还加了两枪陕煤，仓位升至123%
2018-10-24 11:43:00,陕煤H升破9.40元，站稳，技术上就是潜龙出水 ，高看12元，胡说八道别当真
2018-10-24 15:16:00,看兖煤H的走势，估计行业还要折腾
2018-10-24 15:49:00,美股各个公司的股东人数暴增 机构在散货 跟我们一样割散户韭菜
2018-10-24 15:53:00,最近这一波的证券和银行以及保险，金三胖上涨，跟2012年12月底那波行情很相似
2018-10-24 16:23:00,这波券商全部都20%+了，最厉害的国海证券正好已经40%，中信证券正好20%
2018-10-25 07:58:00,科技股的冬天来了，未来，大概率是科技股，网络股弱，而中国是周期股强，美国是消费股强
2018-10-25 08:25:00,欢迎，欢迎煤价跌到450块，然后有钱的煤矿收购没钱的
2018-10-25 08:56:00,$DAIKIN INDUSTRIES(DKILY)$ 谁有大金的20年K线图
2018-10-25 09:44:00,满上了，最后一枪给了陕煤，就等解放军了
2018-10-25 12:43:00,等待晚上福建烂铁与陕煤三季报 陕煤0.85合格，0.90优秀 烂铁3.00合格，3.10优秀，毕竟三季度两个高炉大修，产量跌了10%
2018-10-25 13:03:00,这个于夕朦是不是14年国投电力的证券代表啊，水平这么低，三季报已经0.96，四季度计算来水一样，也不会跟去年一样亏损了啊，今年母公司利息支出少了接近5000万啊，算到权益就是2600万，差不多9分钱，去年4季度也就亏了8分钱，而且10月来水比9月还好，基本上可以抵得过去年4季度一个季度的发电量了。 今年来水差点，就预测未来来水也差，陕煤逻辑，代表老天爷吗 这个于夕朦是不是14年国投电力的证券代表啊，水平这么低，三季报已经0.96，四季度计算来水一样，也不会跟去年一样亏损了啊，今年母公司利息支出少了接近5000万啊，算到权益就是2600万，差不多9分钱，去年4季度也就亏了8分钱，而且10月来水比9月还好，基本上可以抵得过去年4季度一个季度的发电量了...
2018-10-25 13:13:00,应该不会是坏，14年做国投电力的时候打过交道，水平问题
2018-10-25 13:23:00,瞎比比乱预测一下，今天陕煤收盘8.75以上，本来没有暴跌是预测9.00以上的
2018-10-25 13:28:00,别不信，昨天盘口上就有相当大资金进场硬顶着技术面的回调吃货，今天就差导火索，谁先杀个200万股进来，直接就飞起来
2018-10-25 13:41:00,9.00下面肯卖陕煤的人，未来也是卖给大股东的，所以跟现在买进以后抛给大股东的人，本质是一样的，只不过换个人卖而已，数量还是这些，当然单价有一点点不一样
2018-10-25 14:02:00,陕煤季报是明牌，没啥可以多想的
2018-10-25 14:07:00,8.53的一万手陕煤卖单，不过插标卖首而已
2018-10-25 14:17:00,你当三峡资本傻啊，后面小保当，蒙华在即，2019的6PE，有啥不敢拿的，现在价格还没他上半年的平均卖价高呢
2018-10-25 14:34:00,兖煤都翻红了，陕煤还在水下，根本看不出明天有50亿巨资入场的样子
2018-10-25 14:41:00,主要我估计他们误判煤炭行情，而且出现10块的高点
2018-10-25 15:20:00,扯了一下午，没买煤炭的粉丝逃掉一堆
2018-10-25 15:32:00,大盘不走强可能真的有机会到8.75，大盘一强，热点资金分流了
2018-10-25 20:38:00,2017年水逆，今年俺基本上很难中招黑天鹅了 ，趁着现在好机会，赶紧嘚瑟
2018-10-26 08:37:00,湛江牙医说他自己十买九亏，后面买的一定赚 我说，你陕煤不是赚了吗，一赚已经赚好了
2018-10-26 11:36:00,今天上午陕煤应该有35--40%的成交是回购买走了
2018-10-26 11:45:00,瞎比比继续乱预测，今天陕煤收盘99%不会低于8.75，有35%的概率见到8.89近期新高
2018-10-26 12:23:00,海天酱油35块应该可以看得到，我知道唱空不好，但是技术图形上，估值上看，确实太高了
2018-10-26 16:26:00,陕煤首次回购3400万股，合计2.99亿元，均价8.79元。 基本上在我预期范围内，不要急，太多套利盘需要消化，但是他们是抵不过回购的力量的， 今天干的不错，操盘手今天实际是在9点46分，开始第一笔回购的，成交价格8.59元， 上午10点14分结束了上午的回购，大约干活半小时。 下午1点09分开始第一笔回购，1点28分最后一笔拉到8.94后，结束下午回购，耗时20分钟 陕煤首次回购3400万股，合计2.99亿元，均价8.79元。 基本上在我预期范围内，不要急，太多套利盘需要消化，但是他们是抵不过回购的力量的， 今天干的不错，操盘手今天实际是在9点46分，开始第一笔回购的，成交价格8.59元， 上午10点14分结束了上午的回购，大约干活半小时。 下午1点...
2018-10-26 16:31:00,10亿就足够消化掉了，消化掉就冲上9.00了，因为我们平时的交易成交量里面有巨量的做T，这部分成交量一般占到整天成交量的25%
2018-10-27 10:29:00,几个重点在于，1利息支出同比暴增13亿，3西北煤矿停产产量暴跌，利润大减，3其他汇兑收益，营业外支出，担保费搞掉7个亿，再加上澳洲的会计政策，反正有一点是肯定的，就是兖煤的不透明
2018-10-28 19:09:00,回头看了下周五晚上的美股，哦，原来是美股又大跌，为了对冲放的所谓好消息
2018-10-29 07:29:00,简单说  高估股票回购是毁灭价值，尤其是本身还有不少负债的企业 低估回购创造价值 ，尤其是高现金企业
2018-10-29 08:18:00,茅台五粮液这种公司回购，俺觉得可以接受，算是回报股东，但是高负债高PB的公司回购，就是单纯为了托股价，为了定增资金或者大股东资金出逃
2018-10-29 08:38:00,唐山空气质量持续垫底，取暖季限产值得期待。 2018 年 3 月以来，钢铁重镇唐山的空气质量排名已连续 7 个月位居全国倒数第一，
2018-10-29 08:46:00,不要看证金赚了不少钱，但是手上有大把股票烂在手上，比如乐视网
2018-10-29 09:03:00,周五两市合计7642.22亿元，较前一交易日减少16.15亿元。合计至7642亿
2018-10-29 09:24:00,茅台的最大风险就是筹码 里面一大批抱团的 利润丰厚 相对于大盘跌的很少 十倍股啊 三季度盈利增速下来，应该是产量问题 茅台的最大风险就是筹码 里面一大批抱团的 利润丰厚 相对于大盘跌的很少 十倍股啊 三季度盈利增速下来，应该是产量问题
2018-10-29 09:26:00,愿意8.89以下卖的陕煤浮筹很少了
2018-10-29 09:26:00,愿意8.89以下卖的陕煤浮筹很少了
2018-10-29 09:58:00,早上陕煤回购金额大致在6000万--1亿，俺捡了4个盒饭
2018-10-29 10:12:00,等啊，不急，本身估值就低，只是山东企业喜欢玩财技，企业本身没有大问题，现金流还是不错，俺等走稳加仓
2018-10-29 10:15:00,游戏仓兖煤H原本有16%的仓位受伤比较重，主仓8.5%，伤的也不轻
2018-10-29 14:51:00,粽子一样的我，玩游戏去了，你们慢慢玩股票吧，俺要休息一段时间了
2018-10-30 12:28:00,陕煤国购三天，大致回购了，周五3亿，周一0.7亿，今天上午大约0.8--1亿
2018-10-30 12:46:00,黔源电力本月发电量预计9亿度，居然比9月好不少，本月居然只有7个完整的晴天，多云天气。 1--10月预计累计发电量78.5亿度，预计剩下两个月发电6.5亿度，合计全年预计85亿度 四季度合计15.5亿度，预计盈利0.08元，全年合计1.04元
2018-10-30 12:49:00,每个人屁股不在有一个地方，所以目标不一样，想一下陕煤公司的立场，当然是两个目标，50亿尽可能回购更多数量的股票，对大股东最有利，但是不能跌破的一个板的高点8.05分，这是个面子问题，应该也是一个基本立场
2018-10-30 13:49:00,某些监管部门的发言，像极了抢救室门口的爸爸在发誓：儿子，我保证以后再也不打你了，不逼你去兴趣班了
2018-10-30 18:26:00,最近做的一塌糊涂，水平之差简直没谁了，烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂烂透了 主仓今年春节至今只盈利4.5%了， 游戏仓16.5%的兖煤昨天爆爆爆跌16%，今天继续跌，今年亏损超过5%了
2018-10-30 21:59:00,为什么金庸书里的主角大多没有父亲 为什么金庸书里的主角大多没有父亲
2018-10-31 07:01:00,昨天大盘深V反弹，证监会一句“我不管了”，A股应声上涨！ 然后7连板的恒立实业，被关小黑屋了，上午喊话不干预市场，下午就立刻变了，翻脸比翻书还快！
2018-10-31 08:47:00,截至10月30日，上交所融资余额报4666.87亿元，较前一交易日减少12.69亿元；深交所融资余额报2962.13亿元，减少9.07亿元；两市合计7629亿元，减少21.76亿元。
2018-10-31 12:51:00,今天操盘手工作时间长，干了47分钟，中间两个短点休息了各5分钟，实际工作37分钟，算是回购以来最长工作时间了
2018-10-31 13:45:00,涨幅确实落后，但是你应该看到陕煤11.09分大单第三波开拉，煤炭指数是11.16分才起跳的
2018-10-31 14:24:00,陕煤请的人吧
2018-10-31 15:07:00,专栏2018年10月底游戏仓PS图 （本月PS图尚有9.51成本的6.6万股兖州煤业港股未显示） 收盘306万，相比上月325万，本月亏损19万，月收益-5.85%，相比年初318.3万亏损12.3万元，亏损3.86% 对应组上证本月下跌7.75%，跑赢1.9%，本年度上证下跌21.3%，跑赢19.4% 本月最主要损失来自6.6万股兖煤，损失10万，另外黔源电力...
2018-10-31 15:51:00,"本来是100万,16年底，加了一倍，所以算200万起步，2015年8月18日4000点开始建仓"
2018-10-31 18:04:00,转一个，不过老实说没看出海天有什么好，酱油行业的确定性很强吗，没感觉。 1俺这么多年来大多数一直用李锦记，海天也好，还有品牌的也好，偶尔也用过，最后还是觉得李锦记用的习惯，虽然国内销售额李锦记差不多是海天的一半，但是全球知名度和全球销售，海天跟李锦记还是没法比的。而且在过去一年中，根据AC尼尔森的资料，市场份额上，李锦记上升2%，海天则下降1%，虽然目前国内还是海天比较厉害，但是我觉得海天不一定是最终胜利者。其他行业我不太懂，可是消费品领域，作为曾经的行业内人士，我可以轻松看到很多业内数据。 2投资目标角度看，不是谁名气大，就投谁（就算轮名气也轮不上海天），论增长，论毛利，论ROE，茅台不是比海天更有确定性，更便宜，名气更大吗，20-25PE的茅台，五粮液不投，去投35PE的海天，我个人觉得不理性。 3如果是我老粉丝的话，都应该经常听我念叨过新泽西石油与IBM的故事，50年代末的IBM，在后面几十年都是全球计算机科技的领导者，但是在投资收益方面，却完败给毫不出名的新泽西石油公司，主因只有一个，新泽西石油当时的股价估值更低，分红更高，在红利再投的复利面前，与日中天的IBM跪下了，海天还能牛过IBM？，而比新泽西石油更低估值的股票市场上也不少，难道4-6PE的他们赚的是橘子皮？ 4海天股票的高价格，是14年海天上市以后，有游资看着盘子小炒作次新抄高到30块，15年4月明显有主力进场（月线成交量非常明显），想接力第二波，遇上股灾，这个主力实力强劲，硬抗了11个月的股灾，然后在17年3月一波，趁着大B浪，拉动走出海天的第二波大牛市，18年6月见顶后，横盘出货，但是由于此后股市大盘一路大跌，他也没来得及出多少，所以造就现在的高估值。今年5月以来，所有的日K线上，我们都可以清晰的看到，阴线放量，阳线缩量，这样的股票，虽然我不保证一定会跌，但是我是反正不敢买，谁爱买谁买。 转一个，不过老实说没看出海天有什么好，酱油行业的确定性很强吗，没感觉。 1俺这么多年来大多数一直用李锦记，海天也好，还有品牌的也好，偶尔也用过，最后还是觉得李锦记用的习惯，虽然国内销售额李锦记差不多是海天的一半，但是全球知名度和全球销售，海天跟李锦记还是没法比的。而且在过去...
2018-10-31 19:00:00,360居然还有1300亿市值，奶奶滴，斩到小腿了还有1300亿，最多给700亿，不能再多了
2018-11-01 07:55:00,谈到餐饮通路，俺跑题一下，作为20年前就创建当时所在公司KA和 Away from Home的主管，个人觉得酱油行业的餐饮通路的关键在于厨师学校，低价提供各种酱油和调味品给学习烹调技能阶段的学校和厨师，培养未来厨师的酱油使用习惯，才是培养未来餐饮通路的两个关键节点之一（另一个是现有的餐饮厨师怎么改变现在的酱油使用习惯），难度说高不高，说低不低，无非是重视，砸钱，有长远目标
2018-11-01 10:03:00,对，这个是基本逻辑，换酱油不但会改变口味，还会难以把控用量，主要是厨师懒
2018-11-01 11:13:00,这成交量，是近千亿市值的公司吗  这成交量，是近千亿市值的公司吗
2018-11-02 08:30:00,回落是期指空军干的，平空仓，平现货，问题是回落途中，港资完全不停的买，收盘数据让我特别奇怪
2018-11-02 08:35:00,不是套利资金不减反增，而是看到陕煤不涨，期望高的套利资金为了其他机会，杀跌出局买其他股票去了，当然不排除证金和小非在卖，所以注意几个小非有没有减仓
